EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
708098,Shooting Permit,04/26/2023 06:00:00 AM,04/26/2023 11:59:00 PM,04/13/2023 01:35:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","ROSE FEISS BOULEVARD between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  EAST  139 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  LOCUST AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and BRUCKNER BOULEVARD",Bronx,1,40,Television,Episodic series,United States of America,10454
708097,Shooting Permit,04/25/2023 06:00:00 AM,04/25/2023 11:59:00 PM,04/13/2023 01:35:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   29 STREET and WEST   24 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10001
708095,Shooting Permit,04/24/2023 06:00:00 AM,04/24/2023 11:59:00 PM,04/13/2023 01:35:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 9 AVENUE and 10 AVENUE,  10 AVENUE between WEST   29 STREET and WEST   24 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10001
708086,Shooting Permit,04/18/2023 07:00:00 AM,04/18/2023 08:00:00 PM,04/13/2023 01:09:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","SPRING STREET between GREENWICH STREET and RENWICK STREET,  RENWICK STREET between SPRING STREET and CANAL STREET,  GREENWICH STREET between CHARLTON STREET and CANAL STREET,  SPRING STREET between WASHINGTON STREET and GREENWICH STREET,  VANDAM STREET between GREENWICH STREET and HUDSON STREET,  CHARLTON STREET between GREENWICH STREET and HUDSON STREET,  HUDSON STREET between KING STREET and CHARLTON STREET,  CHARLTON STREET between HUDSON STREET and VARICK STREET,  KING STREET between HUDSON STREET and VARICK STREET,  SPRING STREET between RENWICK STREET and HUDSON STREET",Manhattan,2,1,Television,Cable-episodic,United States of America,"10013, 10014"
708070,Shooting Permit,04/16/2023 07:00:00 AM,04/16/2023 07:00:00 PM,04/13/2023 12:15:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   13 STREET between HUDSON STREET and GANSEVOORT STREET,  GANSEVOORT STREET between WEST   13 STREET and HUDSON STREET",Manhattan,2,6,Commercial,Commercial,United States of America,10014
708067,Shooting Permit,04/15/2023 07:00:00 AM,04/15/2023 07:00:00 PM,04/13/2023 12:07:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","BLEECKER STREET between CHRISTOPHER STREET and 7 AVENUE SOUTH,  WEST   13 STREET between HUDSON STREET and GANSEVOORT STREET,  GANSEVOORT STREET between WEST   13 STREET and HUDSON STREET,  GROVE STREET between BEDFORD STREET and BLEECKER STREET",Manhattan,2,6,Commercial,Commercial,United States of America,10014
708065,Theater Load in and Load Outs,04/21/2023 12:01:00 AM,04/22/2023 06:00:00 AM,04/13/2023 12:03:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
708058,Shooting Permit,04/20/2023 06:00:00 AM,04/20/2023 05:00:00 PM,04/13/2023 11:51:25 AM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRAL PARK WEST between WEST   66 STREET and WEST   68 STREET,Manhattan,"64, 7","20, 22",Still Photography,Not Applicable,United States of America,10023
708052,Shooting Permit,04/19/2023 06:00:00 AM,04/19/2023 05:00:00 PM,04/13/2023 11:42:35 AM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRAL PARK WEST between WEST   66 STREET and WEST   68 STREET,Manhattan,"64, 7","20, 22",Still Photography,Not Applicable,United States of America,10023
708002,Shooting Permit,04/18/2023 06:00:00 AM,04/18/2023 09:00:00 PM,04/13/2023 09:10:10 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST    3 STREET between BOWERY and 2 AVENUE,  7TH AVENUE between GREENWICH AVENUE and PERRY STREET",Manhattan,"2, 3","6, 9",Commercial,Commercial,United States of America,"10003, 10014"
707985,Shooting Permit,04/14/2023 12:00:00 PM,04/14/2023 11:59:00 PM,04/13/2023 06:48:20 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
707938,Shooting Permit,04/18/2023 06:00:00 AM,04/18/2023 08:00:00 PM,04/12/2023 07:23:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","VETERANS ROAD EAST between ENGLEWOOD AVENUE and WOODROW ROAD,  WOODROW ROAD between VETERANS ROAD EAST and VETERANS ROAD WEST,  SALAMANDER CT between VETERANS ROAD EAST and DEAD END",Staten Island,3,123,Television,Episodic series,United States of America,10309
707924,Shooting Permit,04/17/2023 07:00:00 AM,04/17/2023 09:00:00 PM,04/12/2023 05:53:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","SPRING STREET between GREENWICH STREET and RENWICK STREET,  GREENWICH STREET between CHARLTON STREET and CANAL STREET,  SPRING STREET between WASHINGTON STREET and GREENWICH STREET,  VANDAM STREET between GREENWICH STREET and HUDSON STREET,  CHARLTON STREET between GREENWICH STREET and HUDSON STREET,  HUDSON STREET between KING STREET and CHARLTON STREET,  CHARLTON STREET between HUDSON STREET and VARICK STREET,  KING STREET between HUDSON STREET and VARICK STREET,  RENWICK STREET between SPRING STREET and CANAL STREET,  SPRING STREET between RENWICK STREET and HUDSON STREET",Manhattan,2,1,Television,Cable-episodic,United States of America,"10013, 10014"
707906,Shooting Permit,04/21/2023 06:00:00 AM,04/21/2023 10:00:00 PM,04/12/2023 04:35:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  BEAVER STREET between WILLIAM STREET and HANOVER STREET,  WILLIAM STREET between EXCHANGE PLACE and PEARL STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  PEARL STREET between HANOVER SQUARE and WALL STREET,  MAIDEN LANE between FRONT STREET and SOUTH STREET,  JOHN STREET between WATER STREET and FRONT STREET,  JOHN STREET between FRONT STREET and SOUTH STREET,  SOUTH STREET between MAIDEN LANE and BEEKMAN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005, 10038"
707905,Shooting Permit,04/20/2023 06:00:00 AM,04/20/2023 10:00:00 PM,04/12/2023 04:35:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  BEAVER STREET between WILLIAM STREET and HANOVER STREET,  WILLIAM STREET between EXCHANGE PLACE and PEARL STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  PEARL STREET between HANOVER STREET and WALL STREET,  MAIDEN LANE between FRONT STREET and SOUTH STREET,  JOHN STREET between WATER STREET and FRONT STREET,  JOHN STREET between FRONT STREET and SOUTH STREET,  SOUTH STREET between MAIDEN LANE and BEEKMAN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005, 10038"
707904,Shooting Permit,04/19/2023 06:00:00 AM,04/19/2023 10:00:00 PM,04/12/2023 04:35:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  BEAVER STREET between WILLIAM STREET and HANOVER STREET,  WILLIAM STREET between EXCHANGE PLACE and PEARL STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  PEARL STREET between HANOVER SQUARE and WALL STREET,  MAIDEN LANE between FRONT STREET and SOUTH STREET,  JOHN STREET between WATER STREET and FRONT STREET,  JOHN STREET between FRONT STREET and SOUTH STREET,  SOUTH STREET between MAIDEN LANE and BEEKMAN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005, 10038"
707903,Shooting Permit,04/18/2023 06:00:00 AM,04/18/2023 10:00:00 PM,04/12/2023 04:34:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  BEAVER STREET between WILLIAM STREET and HANOVER STREET,  WILLIAM STREET between EXCHANGE PLACE and PEARL STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  PEARL STREET between HANOVER SQUARE and WALL STREET,  MAIDEN LANE between FRONT STREET and SOUTH STREET,  JOHN STREET between WATER STREET and FRONT STREET,  JOHN STREET between FRONT STREET and SOUTH STREET,  SOUTH STREET between MAIDEN LANE and BEEKMAN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005, 10038"
707902,Shooting Permit,04/17/2023 06:00:00 AM,04/17/2023 10:00:00 PM,04/12/2023 04:33:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  BEAVER STREET between WILLIAM STREET and HANOVER STREET,  WILLIAM STREET between EXCHANGE PLACE and PEARL STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  PEARL STREET between HANOVER SQUARE and WALL STREET,  MAIDEN LANE between FRONT STREET and SOUTH STREET,  JOHN STREET between WATER STREET and FRONT STREET,  JOHN STREET between FRONT STREET and SOUTH STREET,  SOUTH STREET between MAIDEN LANE and BEEKMAN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005, 10038"
707900,Shooting Permit,04/15/2023 06:00:00 AM,04/23/2023 09:00:00 PM,04/12/2023 04:31:42 PM,"Mayor's Office of Film, Theatre & Broadcasting",35 STREET between 34 AVENUE and 35 AVENUE,Queens,1,114,Television,Game show,United States of America,11106
707896,Shooting Permit,04/16/2023 07:00:00 AM,04/16/2023 07:00:00 PM,04/12/2023 04:10:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","LAIGHT STREET between VARICK STREET and HUDSON STREET,  HUDSON STREET between LAIGHT STREET and VESTRY STREET",Manhattan,1,1,Commercial,Promo,United States of America,10013
707890,Shooting Permit,04/15/2023 07:00:00 AM,04/15/2023 07:00:00 PM,04/12/2023 03:51:56 PM,"Mayor's Office of Film, Theatre & Broadcasting","GREENWICH STREET between CANAL STREET and WATTS STREET,  GREENWICH STREET between DESBROSSES STREET and WATTS STREET,  DESBROSSES STREET between GREENWICH STREET and WASHINGTON STREET",Manhattan,1,1,Commercial,Promo,United States of America,10013
707875,Shooting Permit,04/26/2023 09:00:00 AM,04/27/2023 01:00:00 AM,04/12/2023 03:18:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
707874,Shooting Permit,04/28/2023 12:00:00 PM,04/29/2023 02:00:00 AM,04/12/2023 03:17:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
707843,Shooting Permit,04/14/2023 10:00:00 AM,04/14/2023 08:00:00 PM,04/12/2023 02:03:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","LAIGHT STREET between VARICK STREET and HUDSON STREET,  LAIGHT STREET between GREENWICH STREET and WASHINGTON STREET,  GREENWICH STREET between CANAL STREET and WATTS STREET,  GREENWICH STREET between DESBROSSES STREET and WATTS STREET,  DESBROSSES STREET between GREENWICH STREET and WASHINGTON STREET",Manhattan,1,1,Commercial,Promo,United States of America,10013
707830,Shooting Permit,04/17/2023 12:30:00 AM,04/18/2023 12:30:00 AM,04/12/2023 01:29:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","CHERRY STREET between PIKE SLIP and MARKET SLIP,  MARKET STREET between MONROE STREET and CHERRY STREET,  MARKET SLIP between CHERRY STREET and SOUTH STREET,  WATER STREET between CATHERINE SLIP and MARKET SLIP,  WORTH STREET between CENTRE STREET and BAXTER STREET,  CENTRE STREET between WORTH STREET and HOGAN PLACE,  LAFAYETTE STREET between DUANE STREET and WORTH STREET,  WORTH STREET between BROADWAY and LAFAYETTE STREET,  CENTRE STREET between DUANE STREET and READE STREET,  READE STREET between ELK STREET and CENTRE STREET,  CHAMBERS STREET between BROADWAY and CENTRE STREET,  BROADWAY between DUANE STREET and READE STREET,  BROADWAY between READE STREET and CHAMBERS STREET,  DUANE STREET between CHURCH STREET and BROADWAY,  READE STREET between CHURCH STREET and BROADWAY,  WARREN STREET between BROADWAY and CHURCH STREET,  WARREN STREET between WEST BROADWAY and CHURCH STREET,  BROADWAY between WARREN STREET and MURRAY STREET",Manhattan,"0, 1, 3","1, 5, 7",Television,Episodic series,United States of America,"10002, 10007, 10013"
707814,Shooting Permit,04/14/2023 05:00:00 PM,04/15/2023 05:00:00 AM,04/12/2023 01:03:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","SOUTH STREET between BROAD STREET and OLD SLIP,  GREENWICH STREET between EDGAR STREET and CARLISLE STREET,  OLD SLIP between SOUTH STREET and WATER STREET,  WATER STREET between OLD SLIP and WALL STREET,  FRONT STREET between OLD SLIP and WALL STREET",Manhattan,1,1,Film,Feature,United States of America,"10004, 10005, 10006"
707810,Shooting Permit,04/20/2023 08:30:00 AM,04/20/2023 11:30:00 PM,04/12/2023 12:59:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
707803,Shooting Permit,04/16/2023 12:00:00 AM,04/16/2023 01:00:00 PM,04/12/2023 12:53:15 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
707800,Shooting Permit,04/19/2023 07:00:00 AM,04/19/2023 11:00:00 PM,04/12/2023 12:46:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
707799,Rigging Permit,04/14/2023 06:00:00 AM,04/14/2023 06:00:00 PM,04/12/2023 12:46:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","EXCHANGE PLACE between WILLIAM STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  BEAVER STREET between WILLIAM STREET and HANOVER STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005"
707796,Shooting Permit,04/18/2023 08:00:00 AM,04/18/2023 11:30:00 PM,04/12/2023 12:41:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  GREENPOINT AVENUE between NEWEL STREET and JEWEL STREET,  NEWEL STREET between GREENPOINT AVENUE and CALYER STREET,  CALYER STREET between MOULTRIE STREET and HUMBOLDT STREET,  WEST STREET between GREENPOINT AVENUE and MILTON STREET,  MILTON STREET between WEST STREET and FRANKLIN STREET,  KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
707778,Theater Load in and Load Outs,04/19/2023 07:00:00 AM,04/19/2023 11:59:00 PM,04/12/2023 12:08:25 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between FULTON STREET and DEKALB AVENUE,Brooklyn,2,88,Theater,Theater,United States of America,11217
707774,Shooting Permit,04/14/2023 06:00:00 AM,04/14/2023 07:00:00 PM,04/12/2023 12:01:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE SOUTH between CHRISTOPHER STREET and BLEECKER STREET,  7 AVENUE SOUTH between BARROW STREET and COMMERCE STREET,  10 AVENUE between GANSEVOORT STREET and WEST STREET,  WASHINGTON STREET between LITTLE WEST   12 STREET and GANSEVOORT STREET",Manhattan,2,6,Commercial,Commercial,United States of America,10014
707771,Shooting Permit,04/16/2023 06:00:00 AM,04/16/2023 09:00:00 PM,04/12/2023 11:52:39 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   19 STREET between WEST SIDE HIGHWAY and 10 AVENUE,Manhattan,4,10,Commercial,Commercial,United States of America,10011
707766,Shooting Permit,04/13/2023 02:00:00 PM,04/14/2023 05:00:00 AM,04/12/2023 11:48:40 AM,"Mayor's Office of Film, Theatre & Broadcasting","MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  GREENPOINT AVENUE between NEWEL STREET and JEWEL STREET,  NEWEL STREET between GREENPOINT AVENUE and CALYER STREET,  CALYER STREET between MOULTRIE STREET and HUMBOLDT STREET,  KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
707760,Shooting Permit,04/15/2023 09:00:00 AM,04/15/2023 10:00:00 PM,04/12/2023 11:24:29 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   19 STREET between WEST SIDE HIGHWAY and 10 AVENUE,Manhattan,4,10,Commercial,Commercial,United States of America,10011
707738,Shooting Permit,04/17/2023 06:00:00 AM,04/17/2023 09:00:00 PM,04/12/2023 10:18:09 AM,"Mayor's Office of Film, Theatre & Broadcasting","FRANKLIN STREET between HUDSON STREET and VARICK STREET,  NORTH MOORE STREET between HUDSON STREET and VARICK STREET,  VARICK STREET between NORTH MOORE STREET and WEST BROADWAY,  LEONARD STREET between HUDSON STREET and WEST BROADWAY,  LEONARD STREET between WEST BROADWAY and CHURCH STREET,  W BROADWAY between NORTH MOORE STREET and LEONARD STREET,  WORTH STREET between HUDSON STREET and BROADWAY,  CHURCH STREET between LEONARD STREET and WORTH STREET",Manhattan,1,1,Television,Episodic series,United States of America,10013
707727,Shooting Permit,04/29/2023 06:00:00 AM,04/29/2023 11:58:00 PM,04/12/2023 09:45:38 AM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between DEKALB AVENUE and FULTON STREET,Brooklyn,2,88,Television,Special/Awards Show,United States of America,11217
707726,Shooting Permit,04/28/2023 06:00:00 AM,04/28/2023 11:59:00 PM,04/12/2023 09:45:36 AM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between DEKALB AVENUE and FULTON STREET,Brooklyn,2,88,Television,Special/Awards Show,United States of America,11217
707725,Shooting Permit,04/14/2023 09:00:00 AM,04/14/2023 11:00:00 PM,04/12/2023 09:42:17 AM,"Mayor's Office of Film, Theatre & Broadcasting","INGRAHAM STREET between STEWART AVENUE and GARDNER AVENUE,  STEWART AVENUE between FLUSHING AVENUE and JOHNSON AVENUE,  JOHNSON AVENUE between STEWART AVENUE and GARDNER AVENUE,  GARDNER AVENUE between FLUSHING AVENUE and JOHNSON AVENUE,  SCOTT AVENUE between RANDOLPH STREET and JOHNSON AVENUE,  PORTER AVENUE between FLUSHING AVENUE and JOHNSON AVENUE",Brooklyn,1,90,Television,Episodic series,United States of America,11237
707722,Theater Load in and Load Outs,04/23/2023 06:00:00 AM,04/30/2023 06:00:00 PM,04/12/2023 09:38:29 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  WEST   74 STREET between BROADWAY and AMSTERDAM AVENUE,  BROADWAY between WEST   74 STREET and WEST   75 STREET",Manhattan,7,20,Theater,Theater,United States of America,10023
